Temperature,Humidity,Moisture,Soil_Type,Crop,Nitrogen,Phosphorus,Potassium,pH,pH_Status,Moisture_Status,N_Status,P_Status,K_Status,Primary_Fertilizer,Secondary_Fertilizer,Organic_1,Organic_2,Organic_3,pH_Amendment,Moisture_Action,Model_Prediction
30.69,92.72,70.69,Loamy,Pulses,112,41,162,6.46,Optimal,Excess,Excess,Optimal,Excess,DAP,MOP,Rock phosphate,Rock phosphate,FYM,Maintain pH,Avoid waterlogging,DAP
14.42,65.75,39.6,Sandy,Wheat,82,81,126,8.1,Alkaline,Optimal,Optimal,Optimal,Excess,DAP,SSP,Mustard cake,Wood ash,Banana peel manure,Gypsum,Maintain moisture,DAP
16.61,63.06,39.79,Sandy,Coffee,105,24,87,8.48,Alkaline,Optimal,Excess,Deficient,Optimal,DAP,SSP,Rock phosphate,Wood ash,Oilseed cakes,DAP,Maintain moisture,DAP
20.97,40.38,75.91,Sandy,Coffee,64,84,164,6.64,Optimal,Excess,Optimal,Optimal,Excess,DAP,SOP,Bone meal,Banana stem compost,Rock phosphate,Maintain pH,Drainage,DAP
26.34,59.39,34.57,Loamy,Pulses,53,42,72,7.01,Optimal,Optimal,Optimal,Optimal,Optimal,DAP,MOP,Wood ash,Rhizobium inoculation,FYM,Maintain pH,Maintain moisture,DAP
18.66,49.0,62.96,Loamy,Tea,10,26,26,6.73,Optimal,Optimal,Deficient,Deficient,Deficient,Urea,SOP,Vermicompost,Poultry manure,Wood ash,Maintain pH,Maintain moisture,Urea
23.84,65.62,65.21,Loamy,Cotton,89,96,25,6.64,Optimal,Optimal,Optimal,Excess,Deficient,SOP,SSP,Ash,Oil cakes,Oil cakes,Maintain pH,Maintain moisture,SOP
30.73,88.75,38.21,Loamy,Pulses,108,87,51,7.62,Alkaline,Optimal,Excess,Excess,Optimal,DAP,MOP,Poultry manure,FYM,FYM,Gypsum,Maintain moisture,DAP
27.87,89.54,49.41,Sandy,Millets,4,57,125,7.1,Optimal,Optimal,Deficient,Optimal,Excess,Urea (small doses),MOP,Green leaf manure,FYM,Green leaf manure,Maintain pH,Maintain moisture,Urea (small doses)
19.99,54.3,70.65,Loamy,Wheat,85,2,122,6.43,Optimal,Excess,Optimal,Deficient,Excess,TSP,SSP,Poultry manure,Wood ash,Azotobacter,Maintain pH,Drainage,TSP
32.71,45.06,20.14,Sandy,Rice,108,46,18,7.91,Alkaline,Deficient,Excess,Optimal,Deficient,SOP,TSP,Wood ash,PSB,Banana pseudostem compost,Gypsum,Irrigation,SOP
30.17,37.05,45.45,Loamy,Rice,119,12,116,7.07,Optimal,Optimal,Excess,Deficient,Optimal,DAP,SSP,PSB,Vermicompost,Vermicompost,Maintain pH,Maintain moisture,DAP
20.3,43.1,59.83,Sandy,Wheat,81,20,150,7.73,Alkaline,Optimal,Optimal,Deficient,Excess,SSP,MOP,Poultry manure,Rock phosphate,Mustard cake,Gypsum,Maintain moisture,SSP
19.53,42.93,55.78,Loamy,Pulses,21,14,11,7.08,Optimal,Optimal,Deficient,Deficient,Deficient,Starter DAP,MOP,FYM,Poultry manure,Wood ash,Maintain pH,Maintain moisture,Starter DAP
23.11,58.4,77.6,Clayey,Tea,76,45,173,6.03,Optimal,Excess,Optimal,Optimal,Excess,DAP,SOP,FYM,Neem cake,FYM,Maintain pH,Drainage,DAP
21.11,70.77,73.34,Sandy,Wheat,24,47,12,7.18,Optimal,Excess,Deficient,Optimal,Deficient,CAN,SOP,Azotobacter,Wood ash,Mustard cake,Maintain pH,Drainage,CAN
18.3,53.69,44.03,Loamy,Wheat,87,10,76,6.79,Optimal,Optimal,Optimal,Deficient,Optimal,TSP,SSP,Rock phosphate,Poultry manure,Poultry manure,Maintain pH,Maintain moisture,TSP
21.52,81.81,35.84,Clayey,Wheat,38,72,60,6.46,Optimal,Optimal,Deficient,Optimal,Optimal,Urea,MOP,Azotobacter,Vermicompost,Vermicompost,Maintain pH,Maintain moisture,Urea
22.55,91.81,56.87,Loamy,Coffee,83,67,108,6.2,Optimal,Optimal,Optimal,Optimal,Optimal,DAP,SSP,Rock phosphate,Rock phosphate,FYM,Maintain pH,Maintain moisture,DAP
25.43,92.93,60.47,Sandy,Coffee,44,25,162,7.29,Optimal,Optimal,Optimal,Deficient,Excess,DAP,SSP,Rock phosphate,Bone meal,Bone meal,Maintain pH,Maintain moisture,DAP
27.05,84.76,23.84,Loamy,Pulses,77,85,53,6.73,Optimal,Deficient,Optimal,Optimal,Optimal,DAP,MOP,Wood ash,Poultry manure,Compost,Maintain pH,Irrigation,DAP
22.45,89.4,78.04,Clayey,Wheat,83,4,81,5.77,Acidic,Excess,Optimal,Deficient,Optimal,SSP,MOP,Poultry manure,Rock phosphate,Vermicompost,Lime,Drainage,SSP
26.18,64.85,52.93,Loamy,Wheat,40,97,9,7.2,Optimal,Optimal,Optimal,Excess,Deficient,MOP,TSP,Banana peel manure,Poultry manure,Mustard cake,Maintain pH,Maintain moisture,MOP
27.0,70.78,47.79,Clayey,Groundnut,73,63,106,6.63,Optimal,Optimal,Optimal,Optimal,Optimal,DAP,SSP,FYM,Wood ash,Rock phosphate,Maintain pH,Maintain moisture,DAP
35.1,63.65,54.62,Loamy,Millets,35,18,29,6.91,Optimal,Optimal,Deficient,Deficient,Deficient,Urea (small doses),MOP,FYM,Rock phosphate,Banana peel powder,Maintain pH,Maintain moisture,Urea (small doses)
17.45,74.71,57.93,Sandy,Coffee,29,81,93,5.12,Acidic,Optimal,Deficient,Optimal,Optimal,Urea,SOP,Compost,Wood ash,Bone meal,Lime,Maintain moisture,Urea
23.14,63.01,21.16,Sandy,Wheat,20,19,72,7.21,Optimal,Deficient,Deficient,Deficient,Optimal,DAP,TSP,Vermicompost,Poultry manure,Mustard cake,Maintain pH,Irrigation (CRI/booting/grain filling),DAP
23.97,65.69,31.34,Sandy,Tea,114,39,39,6.74,Optimal,Optimal,Excess,Optimal,Deficient,SOP,Rock Phosphate,Wood ash,Rock phosphate,Poultry manure,Maintain pH,Maintain moisture,SOP
30.77,79.56,71.48,Sandy,Rice,12,1,151,8.5,Alkaline,Excess,Deficient,Deficient,Excess,Urea,TSP,Vermicompost,Bone meal,Bone meal,Sulphur,Drainage,Urea
34.9,72.9,59.0,Clayey,Millets,109,12,124,7.0,Optimal,Optimal,Excess,Deficient,Excess,SSP,MOP,Rock phosphate,Banana peel powder,Green leaf manure,Maintain pH,Maintain moisture,SSP
25.36,88.54,63.72,Loamy,Coffee,57,56,120,7.3,Optimal,Optimal,Optimal,Optimal,Optimal,DAP,SOP,Rock phosphate,Banana stem compost,Oilseed cakes,Maintain pH,Maintain moisture,DAP
22.35,74.68,63.23,Loamy,Cotton,59,22,84,6.7,Optimal,Optimal,Optimal,Deficient,Optimal,DAP,SSP,Rock phosphate,Banana peel compost,Vermicompost,Maintain pH,Maintain moisture,DAP
19.54,48.06,16.92,Sandy,Coffee,97,18,43,6.76,Optimal,Deficient,Optimal,Deficient,Optimal,SSP,MOP,Bone meal,FYM,Wood ash,Maintain pH,Irrigation,SSP
22.33,80.75,36.95,Clayey,Coffee,41,12,37,6.44,Optimal,Optimal,Optimal,Deficient,Deficient,SOP,DAP,Bone meal,Banana stem compost,Banana stem compost,Maintain pH,Maintain moisture,SOP
32.27,57.47,17.37,Loamy,Groundnut,37,66,91,6.65,Optimal,Deficient,Deficient,Optimal,Optimal,Ammonium Sulphate,MOP,Neem cake,Banana compost,Wood ash,Maintain pH,Irrigation,Ammonium Sulphate
22.6,64.86,84.3,Clayey,Soybean,58,13,141,5.97,Acidic,Excess,Optimal,Deficient,Excess,SSP,MOP,Rock phosphate,FYM,Wood ash,Lime,Drainage,SSP
26.72,82.05,33.87,Loamy,Millets,80,3,170,6.31,Optimal,Optimal,Optimal,Deficient,Excess,SSP,MOP,Rock phosphate,Green leaf manure,FYM,Maintain pH,Maintain moisture,SSP
24.85,68.09,44.9,Loamy,Soybean,77,51,147,6.95,Optimal,Optimal,Optimal,Optimal,Excess,DAP,MOP,Banana peel compost,Bone meal,FYM,Maintain pH,Maintain moisture,DAP
19.11,35.13,37.64,Loamy,Tea,34,30,90,6.3,Optimal,Optimal,Deficient,Deficient,Optimal,Ammonium Sulphate,Rock Phosphate,Mustard cake,Poultry manure,Mustard cake,Maintain pH,Maintain moisture,Ammonium Sulphate
25.96,81.04,37.72,Loamy,Rice,0,88,37,6.16,Optimal,Optimal,Deficient,Excess,Deficient,CAN,SOP,Vermicompost,Wood ash,Banana pseudostem compost,Maintain pH,Maintain moisture,CAN
21.1,62.3,48.8,Loamy,Soybean,61,82,63,6.33,Optimal,Optimal,Optimal,Optimal,Optimal,DAP,MOP,Banana peel compost,Vermicompost,Banana peel compost,Maintain pH,Maintain moisture,DAP
24.12,49.19,30.91,Clayey,Coffee,98,73,55,5.75,Acidic,Optimal,Optimal,Optimal,Optimal,DAP,SSP,Oilseed cakes,Oilseed cakes,Compost,Lime,Maintain moisture,DAP
24.52,81.62,31.66,Loamy,Millets,82,85,73,7.2,Optimal,Optimal,Optimal,Optimal,Optimal,DAP,MOP,Wood ash,Wood ash,Banana peel powder,Maintain pH,Maintain moisture,DAP
24.1,86.41,42.12,Loamy,Pulses,90,55,45,6.8,Optimal,Optimal,Optimal,Optimal,Optimal,DAP,MOP,Rock phosphate,Rhizobium inoculation,Rock phosphate,Maintain pH,Maintain moisture,DAP
23.47,80.07,51.32,Clayey,Maize,67,6,121,6.82,Optimal,Optimal,Optimal,Deficient,Excess,SSP,MOP,PSB,Rock phosphate,Wood ash,Maintain pH,Maintain moisture,SSP
15.97,56.95,53.36,Loamy,Tea,68,59,47,6.43,Optimal,Optimal,Optimal,Optimal,Optimal,DAP,SOP,Rock phosphate,Poultry manure,Neem cake,Maintain pH,Maintain moisture,DAP
10.12,60.78,32.15,Clayey,Wheat,84,18,64,6.48,Optimal,Optimal,Optimal,Deficient,Optimal,DAP,SSP,Poultry manure,Azotobacter,Rock phosphate,Maintain pH,Maintain moisture,DAP
16.09,93.46,59.84,Loamy,Tea,34,33,155,6.47,Optimal,Optimal,Deficient,Deficient,Excess,Ammonium Sulphate,Rock Phosphate,Neem cake,Rock phosphate,Neem cake,Maintain pH,Maintain moisture,Ammonium Sulphate
28.18,68.17,39.12,Sandy,Soybean,1,86,147,7.99,Alkaline,Optimal,Deficient,Excess,Excess,DAP starter,MOP,Vermicompost,Wood ash,Rhizobium inoculation,Gypsum,Maintain moisture,DAP starter
25.26,65.4,23.63,Clayey,Sugarcane,24,4,67,5.92,Acidic,Deficient,Deficient,Deficient,Optimal,Urea,DAP,Green manure,Bone meal,Wood ash,Lime,Continuous irrigation,Urea
27.07,58.75,47.25,Loamy,Soybean,17,76,66,7.15,Optimal,Optimal,Deficient,Optimal,Optimal,DAP starter,MOP,FYM,FYM,Banana peel compost,Maintain pH,Maintain moisture,DAP starter
30.03,64.96,41.52,Clayey,Cotton,86,26,87,6.7,Optimal,Optimal,Optimal,Deficient,Optimal,SSP,MOP,Rock phosphate,Poultry manure,FYM,Maintain pH,Maintain moisture,SSP
22.09,56.57,22.8,Clayey,Coffee,91,10,61,6.88,Optimal,Deficient,Optimal,Deficient,Optimal,SSP,MOP,Rock phosphate,Bone meal,Oilseed cakes,Maintain pH,Irrigation,SSP
17.89,89.71,16.96,Sandy,Tea,37,79,153,6.36,Optimal,Deficient,Deficient,Optimal,Excess,Urea,SOP,Mustard cake,Wood ash,FYM,Maintain pH,Irrigation,Urea
28.39,61.82,38.62,Loamy,Sugarcane,48,93,147,6.54,Optimal,Optimal,Optimal,Excess,Excess,DAP,SSP,Green manure,Press mud compost,Bone meal,Maintain pH,Maintain moisture,DAP
31.28,68.98,34.66,Clayey,Groundnut,17,5,103,6.06,Optimal,Optimal,Deficient,Deficient,Optimal,Light Urea,SSP,FYM,Rock phosphate,Rock phosphate,Maintain pH,Maintain moisture,Light Urea
29.13,60.21,28.55,Loamy,Groundnut,35,51,71,6.15,Optimal,Deficient,Deficient,Optimal,Optimal,Light Urea,MOP,FYM,FYM,Wood ash,Maintain pH,Irrigation,Light Urea
28.43,81.51,70.17,Loamy,Maize,35,94,63,6.58,Optimal,Excess,Deficient,Excess,Optimal,CAN,SOP,FYM,FYM,Wood ash,Maintain pH,Drainage,CAN
22.13,81.36,18.86,Sandy,Wheat,32,80,134,7.62,Alkaline,Deficient,Deficient,Optimal,Excess,Urea,SOP,Azotobacter,Rock phosphate,Poultry manure,Organic matter,Irrigation (CRI/booting/grain filling),Urea
33.76,64.81,60.81,Clayey,Groundnut,107,73,75,5.77,Acidic,Optimal,Excess,Optimal,Optimal,DAP,SSP,Rock phosphate,Rock phosphate,Rock phosphate,Lime,Maintain moisture,DAP
30.8,59.61,38.44,Sandy,Pulses,67,9,161,6.36,Optimal,Optimal,Optimal,Deficient,Excess,SSP,MOP,Rock phosphate,Poultry manure,Compost,Maintain pH,Maintain moisture,SSP
23.82,82.28,78.95,Sandy,Cotton,111,67,175,6.97,Optimal,Excess,Excess,Optimal,Excess,DAP,MOP,FYM,Ash,FYM,Maintain pH,Drainage,DAP
18.46,51.94,44.05,Clayey,Tea,104,68,66,6.06,Optimal,Optimal,Excess,Optimal,Optimal,DAP,SSP,Wood ash,Rock phosphate,FYM,Maintain pH,Maintain moisture,DAP
24.67,68.89,39.3,Sandy,Coffee,94,85,63,8.02,Alkaline,Optimal,Optimal,Optimal,Optimal,DAP,SOP,Wood ash,Compost,Bone meal,DAP,Maintain moisture,DAP
23.07,73.06,35.36,Loamy,Coffee,28,95,23,7.01,Optimal,Optimal,Deficient,Excess,Deficient,Ammonium Sulphate,SOP,Compost,Wood ash,Rock phosphate,Maintain pH,Maintain moisture,Ammonium Sulphate
31.34,78.91,22.51,Sandy,Pulses,47,13,158,7.33,Optimal,Deficient,Optimal,Deficient,Excess,SSP,MOP,Rock phosphate,Compost,Rock phosphate,Maintain pH,Irrigation,SSP
33.62,39.21,55.79,Clayey,Sugarcane,45,10,25,6.06,Optimal,Optimal,Optimal,Deficient,Deficient,MOP,SSP,Rock phosphate,Banana trash compost,FYM,Maintain pH,Maintain moisture,MOP
20.74,57.65,47.32,Loamy,Pulses,84,31,34,6.22,Optimal,Optimal,Optimal,Deficient,Deficient,MOP,DAP,Poultry manure,Wood ash,FYM,Maintain pH,Maintain moisture,MOP
22.9,94.61,76.3,Loamy,Sugarcane,7,26,39,6.84,Optimal,Excess,Deficient,Deficient,Deficient,CAN,MOP,Press mud compost,Bone meal,Banana trash compost,Maintain pH,Drainage,CAN
22.04,66.03,69.99,Loamy,Maize,40,1,6,6.68,Optimal,Optimal,Optimal,Deficient,Deficient,SOP,DAP,Rock phosphate,Banana stem compost,Green manure,Maintain pH,Maintain moisture,SOP
21.45,53.49,47.19,Clayey,Tea,112,34,175,6.84,Optimal,Optimal,Excess,Deficient,Excess,Rock Phosphate,SSP,Poultry manure,Wood ash,Vermicompost,Maintain pH,Maintain moisture,Rock Phosphate
25.03,64.55,33.11,Loamy,Soybean,43,40,49,5.88,Acidic,Optimal,Optimal,Optimal,Optimal,DAP,SSP,Rhizobium inoculation,FYM,Wood ash,Lime,Maintain moisture,DAP
21.94,82.67,36.02,Sandy,Sugarcane,10,96,102,7.89,Alkaline,Optimal,Deficient,Excess,Optimal,Urea,MOP,Green manure,Green manure,Banana trash compost,Gypsum,Maintain moisture,Urea
30.6,93.88,30.17,Loamy,Cotton,60,7,83,6.92,Optimal,Optimal,Optimal,Deficient,Optimal,SSP,MOP,Poultry manure,Poultry manure,Rock phosphate,Maintain pH,Maintain moisture,SSP
24.74,77.18,83.58,Clayey,Pulses,70,61,3,6.92,Optimal,Excess,Optimal,Optimal,Deficient,MOP,DAP,Wood ash,Rock phosphate,Wood ash,Maintain pH,Avoid waterlogging,MOP
24.76,43.67,51.05,Clayey,Wheat,6,8,64,6.21,Optimal,Optimal,Deficient,Deficient,Optimal,DAP,TSP,Azotobacter,Rock phosphate,Vermicompost,Maintain pH,Maintain moisture,DAP
22.75,94.29,21.01,Sandy,Pulses,64,76,109,7.11,Optimal,Deficient,Optimal,Optimal,Optimal,DAP,SSP,FYM,Poultry manure,Rhizobium inoculation,Maintain pH,Irrigation,DAP
20.73,89.33,59.64,Loamy,Wheat,89,93,134,6.77,Optimal,Optimal,Optimal,Excess,Excess,DAP,SSP,Banana peel manure,Vermicompost,Rock phosphate,Maintain pH,Maintain moisture,DAP
19.67,68.47,69.6,Loamy,Tea,119,28,18,6.7,Optimal,Optimal,Excess,Deficient,Deficient,SOP,Rock Phosphate,Poultry manure,Wood ash,Vermicompost,Maintain pH,Maintain moisture,SOP
20.59,39.66,37.48,Loamy,Soybean,16,53,21,7.06,Optimal,Optimal,Deficient,Optimal,Deficient,DAP starter,MOP,Rhizobium inoculation,Wood ash,Bone meal,Maintain pH,Maintain moisture,DAP starter
33.24,60.9,77.1,Clayey,Cotton,75,66,122,5.68,Acidic,Excess,Optimal,Optimal,Excess,DAP,SSP,Rock phosphate,Rock phosphate,Vermicompost,Lime,Drainage,DAP
24.4,55.02,49.13,Clayey,Maize,68,54,13,5.64,Acidic,Optimal,Optimal,Optimal,Deficient,SOP,SSP,Banana stem compost,Rock phosphate,Green manure,Lime,Maintain moisture,SOP
23.02,58.1,82.32,Loamy,Wheat,103,3,141,6.2,Optimal,Excess,Excess,Deficient,Excess,TSP,SSP,Rock phosphate,Rock phosphate,Rock phosphate,Maintain pH,Drainage,TSP
30.93,63.33,19.1,Loamy,Rice,42,51,9,6.57,Optimal,Deficient,Optimal,Optimal,Deficient,MOP,TSP,Banana pseudostem compost,Vermicompost,Wood ash,Maintain pH,Irrigation,MOP
22.73,78.17,53.07,Loamy,Wheat,55,17,94,7.17,Optimal,Optimal,Optimal,Deficient,Optimal,TSP,SSP,Poultry manure,Poultry manure,Rock phosphate,Maintain pH,Maintain moisture,TSP
23.9,87.59,41.52,Loamy,Coffee,116,59,4,6.09,Optimal,Optimal,Excess,Optimal,Deficient,SOP,DAP,Wood ash,Compost,Wood ash,Maintain pH,Maintain moisture,SOP
33.51,37.36,41.5,Loamy,Cotton,97,55,139,7.1,Optimal,Optimal,Optimal,Optimal,Excess,DAP,SSP,Poultry manure,Rock phosphate,Banana peel compost,Maintain pH,Maintain moisture,DAP
28.25,77.05,52.4,Loamy,Groundnut,68,1,20,6.87,Optimal,Optimal,Optimal,Deficient,Deficient,MOP,SSP,Rock phosphate,Banana compost,FYM,Maintain pH,Maintain moisture,MOP
15.41,59.29,24.55,Loamy,Wheat,20,95,163,6.52,Optimal,Deficient,Deficient,Excess,Excess,DAP,MOP,Azotobacter,Rock phosphate,Rock phosphate,Maintain pH,Irrigation (CRI/booting/grain filling),DAP
29.71,40.85,27.51,Sandy,Millets,96,69,98,7.2,Optimal,Deficient,Optimal,Optimal,Optimal,DAP,SSP,Banana peel powder,Wood ash,Rock phosphate,Maintain pH,Light irrigation,DAP
30.25,87.95,44.06,Loamy,Maize,83,45,110,6.32,Optimal,Optimal,Optimal,Optimal,Optimal,DAP,SSP,Rock phosphate,Green manure,Rock phosphate,Maintain pH,Maintain moisture,DAP
19.36,80.34,78.21,Loamy,Soybean,110,37,86,7.19,Optimal,Excess,Excess,Optimal,Optimal,DAP,MOP,Vermicompost,Rhizobium inoculation,Rock phosphate,Maintain pH,Drainage,DAP
32.04,94.44,46.88,Loamy,Groundnut,54,47,94,6.69,Optimal,Optimal,Optimal,Optimal,Optimal,DAP,SSP,Wood ash,FYM,FYM,Maintain pH,Maintain moisture,DAP
28.41,63.45,67.7,Sandy,Soybean,63,87,40,6.79,Optimal,Optimal,Optimal,Excess,Optimal,DAP,MOP,Wood ash,Rock phosphate,Vermicompost,Maintain pH,Maintain moisture,DAP
33.62,84.51,71.12,Loamy,Sugarcane,5,1,42,6.27,Optimal,Excess,Deficient,Deficient,Optimal,CAN,DAP,FYM,Bone meal,Banana trash compost,Maintain pH,Drainage,CAN
30.88,66.2,68.39,Clayey,Sugarcane,60,93,47,6.0,Acidic,Optimal,Optimal,Excess,Optimal,DAP,SOP,Press mud compost,Wood ash,Banana trash compost,Lime,Maintain moisture,DAP
26.14,50.96,55.67,Loamy,Pulses,104,53,79,6.69,Optimal,Optimal,Excess,Optimal,Optimal,DAP,MOP,Compost,FYM,Rhizobium inoculation,Maintain pH,Maintain moisture,DAP
26.24,75.02,84.65,Clayey,Soybean,77,54,96,5.86,Acidic,Excess,Optimal,Optimal,Optimal,DAP,MOP,Vermicompost,Rock phosphate,FYM,Lime,Drainage,DAP
20.31,72.29,16.15,Loamy,Tea,90,98,156,5.84,Acidic,Deficient,Optimal,Excess,Excess,DAP,SOP,Wood ash,Vermicompost,Neem cake,(Prefers acidic),Irrigation,DAP
32.17,52.96,77.53,Loamy,Millets,43,94,126,7.32,Optimal,Excess,Optimal,Excess,Excess,DAP,MOP,Banana peel powder,Green leaf manure,Wood ash,Maintain pH,Drainage,DAP
33.82,76.72,20.76,Clayey,Sugarcane,4,96,126,6.94,Optimal,Deficient,Deficient,Excess,Excess,CAN,MOP,FYM,Bone meal,FYM,Maintain pH,Continuous irrigation,CAN
22.06,43.95,55.88,Sandy,Sugarcane,115,6,135,7.49,Optimal,Optimal,Excess,Deficient,Excess,SSP,MOP,Bone meal,Rock phosphate,Press mud compost,Maintain pH,Maintain moisture,SSP
23.82,79.41,78.31,Loamy,Cotton,73,95,100,6.49,Optimal,Excess,Optimal,Excess,Optimal,DAP,SOP,Rock phosphate,Banana peel compost,FYM,Maintain pH,Drainage,DAP
14.27,64.33,73.08,Loamy,Tea,63,44,117,6.19,Optimal,Excess,Optimal,Optimal,Optimal,DAP,SOP,Poultry manure,Poultry manure,Rock phosphate,Maintain pH,Drainage,DAP
17.56,56.57,81.41,Clayey,Coffee,48,94,128,6.25,Optimal,Excess,Optimal,Excess,Excess,DAP,SSP,Wood ash,Wood ash,Wood ash,Maintain pH,Drainage,DAP
21.1,74.1,82.65,Clayey,Wheat,46,20,38,5.61,Acidic,Excess,Optimal,Deficient,Deficient,MOP,TSP,Rock phosphate,Wood ash,Banana peel manure,Lime,Drainage,MOP
28.28,35.92,64.87,Clayey,Pulses,40,40,75,6.49,Optimal,Optimal,Optimal,Optimal,Optimal,DAP,SSP,Rhizobium inoculation,Poultry manure,Poultry manure,Maintain pH,Maintain moisture,DAP
20.76,80.2,80.59,Sandy,Tea,45,82,20,8.05,Alkaline,Excess,Optimal,Optimal,Deficient,SOP,Rock Phosphate,Banana peel compost,Banana peel compost,Banana peel compost,Sulphur,Drainage,SOP
28.36,76.05,24.19,Loamy,Pulses,104,57,44,6.16,Optimal,Deficient,Excess,Optimal,Optimal,DAP,SSP,Compost,Poultry manure,Rock phosphate,Maintain pH,Irrigation,DAP
15.06,57.48,83.83,Loamy,Tea,16,64,20,6.4,Optimal,Excess,Deficient,Optimal,Deficient,Urea,SOP,Neem cake,Banana peel compost,Rock phosphate,Maintain pH,Drainage,Urea
22.39,75.13,65.26,Clayey,Coffee,45,58,57,6.59,Optimal,Optimal,Optimal,Optimal,Optimal,DAP,SOP,Banana stem compost,FYM,FYM,Maintain pH,Maintain moisture,DAP
17.78,41.5,35.25,Loamy,Wheat,11,71,170,6.63,Optimal,Optimal,Deficient,Optimal,Excess,Urea,SOP,Vermicompost,Vermicompost,Rock phosphate,Maintain pH,Maintain moisture,Urea
22.4,54.46,16.66,Sandy,Maize,49,93,9,7.6,Alkaline,Deficient,Optimal,Excess,Deficient,SOP,SSP,Wood ash,Green manure,FYM,Sulphur,Irrigation,SOP
34.92,85.57,28.36,Sandy,Millets,58,42,118,7.68,Alkaline,Deficient,Optimal,Optimal,Optimal,DAP,SSP,FYM,FYM,Banana peel powder,DAP,Light irrigation,DAP
30.5,79.5,47.91,Loamy,Rice,80,38,170,6.79,Optimal,Optimal,Optimal,Optimal,Excess,DAP,SOP,Wood ash,Vermicompost,FYM,Maintain pH,Maintain moisture,DAP
23.95,91.47,47.76,Clayey,Groundnut,17,10,32,5.94,Acidic,Optimal,Deficient,Deficient,Deficient,Ammonium Sulphate,MOP,FYM,Rock phosphate,Banana compost,Lime,Maintain moisture,Ammonium Sulphate
19.72,86.15,79.62,Clayey,Wheat,74,46,146,6.71,Optimal,Excess,Optimal,Optimal,Excess,DAP,MOP,Rock phosphate,Rock phosphate,Rock phosphate,Maintain pH,Drainage,DAP
25.16,45.82,60.75,Clayey,Wheat,16,75,58,6.8,Optimal,Optimal,Deficient,Optimal,Optimal,CAN,SOP,Vermicompost,Vermicompost,Poultry manure,Maintain pH,Maintain moisture,CAN
26.4,51.63,51.57,Loamy,Cotton,107,60,103,7.46,Optimal,Optimal,Excess,Optimal,Optimal,DAP,SSP,Banana peel compost,Vermicompost,Ash,Maintain pH,Maintain moisture,DAP
24.96,64.44,84.06,Loamy,Wheat,89,48,165,6.66,Optimal,Excess,Optimal,Optimal,Excess,DAP,MOP,Wood ash,Azotobacter,Rock phosphate,Maintain pH,Drainage,DAP
23.36,89.78,78.2,Loamy,Soybean,45,94,168,6.67,Optimal,Excess,Optimal,Excess,Excess,DAP,MOP,Vermicompost,Banana peel compost,Vermicompost,Maintain pH,Drainage,DAP
31.82,82.44,19.84,Clayey,Cotton,3,91,58,5.32,Acidic,Deficient,Deficient,Excess,Optimal,Urea,MOP,FYM,Oil cakes,Rock phosphate,Lime,Irrigation,Urea
18.07,35.15,76.52,Clayey,Soybean,77,21,72,6.24,Optimal,Excess,Optimal,Deficient,Optimal,DAP,SSP,Rock phosphate,Rhizobium inoculation,Bone meal,Maintain pH,Drainage,DAP
21.07,48.49,36.26,Loamy,Pulses,81,23,66,6.69,Optimal,Optimal,Optimal,Deficient,Optimal,DAP,SSP,Poultry manure,FYM,Banana waste,Maintain pH,Maintain moisture,DAP
27.26,77.12,21.21,Loamy,Maize,97,28,143,6.72,Optimal,Deficient,Optimal,Deficient,Excess,DAP,SSP,Rock phosphate,Rock phosphate,Rock phosphate,Maintain pH,Irrigation,DAP
20.89,49.99,80.33,Loamy,Groundnut,56,52,28,6.84,Optimal,Excess,Optimal,Optimal,Deficient,MOP,SSP,Banana compost,Rock phosphate,Banana compost,Maintain pH,Drainage,MOP
26.23,80.74,24.65,Clayey,Wheat,109,67,125,5.85,Acidic,Deficient,Excess,Optimal,Excess,DAP,MOP,Poultry manure,Wood ash,Poultry manure,Lime,Irrigation (CRI/booting/grain filling),DAP
20.65,91.7,59.65,Clayey,Sugarcane,41,63,111,6.2,Optimal,Optimal,Optimal,Optimal,Optimal,DAP,SOP,FYM,FYM,Rock phosphate,Maintain pH,Maintain moisture,DAP
32.21,78.31,15.03,Clayey,Cotton,38,29,162,6.06,Optimal,Deficient,Deficient,Deficient,Excess,Urea,DAP,FYM,Rock phosphate,Banana peel compost,Maintain pH,Irrigation,Urea
23.06,49.65,47.35,Loamy,Coffee,109,72,27,6.94,Optimal,Optimal,Excess,Optimal,Deficient,SOP,DAP,Wood ash,Oilseed cakes,Rock phosphate,Maintain pH,Maintain moisture,SOP
28.38,52.93,74.05,Clayey,Rice,21,46,175,6.89,Optimal,Excess,Deficient,Optimal,Excess,CAN,MOP,Azolla,PSB,PSB,Maintain pH,Drainage,CAN
21.02,35.05,64.54,Clayey,Wheat,13,29,150,6.09,Optimal,Optimal,Deficient,Deficient,Excess,CAN,TSP,Mustard cake,Poultry manure,Mustard cake,Maintain pH,Maintain moisture,CAN
21.96,48.56,50.39,Loamy,Wheat,76,18,38,6.56,Optimal,Optimal,Optimal,Deficient,Deficient,MOP,SSP,Poultry manure,Banana peel manure,Vermicompost,Maintain pH,Maintain moisture,MOP
28.97,54.43,57.95,Loamy,Sugarcane,18,58,52,6.53,Optimal,Optimal,Deficient,Optimal,Optimal,CAN,SOP,Press mud compost,Rock phosphate,Press mud compost,Maintain pH,Maintain moisture,CAN
